,SEXO,EDAD,NACIO,DISCA,TITU,RAMA,AMBITO,T_UNIV,ESTUDIOS_PADRE,ESTUDIOS_MADRE,IDIOMAS,NIV_ID1,NIV_ID2,MVFUERA,EST_M1,HL_E1,HL_E2,HL_E3,EST_B1,EST_B2_1,EST_B2_4,TIC,CAPITAL_CULTURAL,NIVEL_IDIOMA_MAX,MOVILIDAD_INTL,PRACTICAS_CALIDAD,PERFIL_GLOBAL
31533,2,3,1,2,104101,4,109,1,8.0,8.0,3.0,2.0,2.0,2.0,2.0,4,,1,2.0,,,1.0,8.0,2.0,0,0,4.17
30011,2,1,1,2,92301,3,92,1,6.0,5.0,2.0,1.0,2.0,1.0,2.0,3,4,2,1.0,1,2,2.0,5.5,2.0,1,2,7.67
23290,2,1,1,1,73101,4,73,1,8.0,6.0,3.0,1.0,2.0,2.0,1.0,4,,2,1.0,1,2,2.0,7.0,2.0,1,0,8.17
12626,1,2,1,2,41301,3,413,1,8.0,8.0,1.0,1.0,,2.0,1.0,1,5,2,1.0,2,2,3.0,8.0,1.0,1,3,5.83
15332,1,1,1,2,42101,3,42,3,8.0,8.0,1.0,1.0,,2.0,2.0,2,1,2,2.0,,,2.0,8.0,1.0,0,1,1.83
21004,1,3,1,2,71404,4,71,1,6.0,3.0,1.0,2.0,,2.0,2.0,2,4,1,1.0,1,2,3.0,4.5,2.0,0,1,3.17
21408,2,2,1,2,71501,4,71,1,4.0,7.0,3.0,1.0,2.0,1.0,1.0,1,2,2,1.0,1,2,2.0,5.5,2.0,1,3,8.17
25186,2,2,1,2,81103,4,81,1,8.0,5.0,2.0,1.0,1.0,1.0,1.0,4,,1,1.0,1,2,3.0,6.5,1.0,1,0,6.33
31005,1,2,3,2,101501,3,1015,1,6.0,6.0,5.0,1.0,1.0,2.0,2.0,1,1,1,2.0,,,1.0,6.0,1.0,0,3,3.33
7074,1,2,1,2,23102,1,23,1,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2,1,1,1.0,1,2,2.0,3.0,3.0,0,1,5.0
16246,2,1,1,2,51101,2,51,1,6.0,4.0,1.0,2.0,,2.0,2.0,1,2,1,1.0,1,2,2.0,5.0,2.0,0,3,3.17
6327,1,2,1,2,22202,1,22,1,4.0,4.0,4.0,1.0,3.0,1.0,2.0,4,,1,2.0,,,2.0,4.0,3.0,1,0,10.0
9491,2,1,1,2,31301,5,313,3,6.0,6.0,1.0,2.0,,2.0,2.0,3,4,2,1.0,1,2,2.0,6.0,2.0,0,2,3.17
14064,2,2,1,2,41403,3,41,1,5.0,4.0,2.0,2.0,2.0,2.0,1.0,1,1,1,1.0,1,2,2.0,4.5,2.0,1,3,7.67
30020,2,1,1,2,92301,3,92,1,3.0,3.0,1.0,3.0,,2.0,2.0,1,5,2,1.0,1,2,3.0,3.0,3.0,0,3,4.5
18758,1,2,1,2,54101,2,54,1,5.0,8.0,2.0,1.0,1.0,1.0,2.0,1,2,1,1.0,1,2,3.0,6.5,1.0,1,3,6.33
29017,2,2,1,2,91504,5,91,1,8.0,8.0,3.0,1.0,1.0,2.0,2.0,1,5,1,1.0,1,2,1.0,8.0,1.0,0,3,2.83
4624,2,1,1,2,21101,3,211,1,7.0,8.0,2.0,2.0,3.0,2.0,2.0,4,,2,2.0,,,3.0,7.5,3.0,0,0,5.0
23697,1,3,1,2,73102,4,73,1,8.0,,1.0,2.0,,2.0,1.0,4,,2,1.0,2,2,2.0,8.0,2.0,1,0,7.17
11779,1,2,1,2,41301,3,413,1,8.0,5.0,1.0,1.0,,1.0,2.0,3,5,2,2.0,,,2.0,6.5,1.0,1,2,5.83
8760,2,3,1,2,31201,3,31,1,5.0,4.0,1.0,2.0,,2.0,2.0,3,5,1,1.0,1,2,2.0,4.5,2.0,0,2,3.17
25076,1,2,1,2,81103,4,81,1,5.0,3.0,2.0,2.0,3.0,2.0,1.0,4,,2,1.0,1,2,2.0,4.0,3.0,1,0,9.0
6179,1,2,1,2,22202,1,22,3,8.0,5.0,2.0,1.0,1.0,1.0,1.0,1,1,2,2.0,,,1.0,6.5,1.0,1,3,6.33
6015,2,3,1,2,22202,1,22,1,2.0,2.0,1.0,,,2.0,2.0,4,,1,2.0,,,2.0,2.0,0.0,0,0,0.5
26184,1,2,1,2,91101,5,91,3,8.0,6.0,2.0,2.0,3.0,2.0,2.0,1,1,1,1.0,1,2,2.0,7.0,3.0,0,3,5.0
12490,2,1,1,2,41301,3,413,1,7.0,6.0,1.0,1.0,,2.0,1.0,2,1,1,1.0,1,2,2.0,6.5,1.0,1,1,5.83
18590,2,2,1,2,54101,2,54,1,4.0,8.0,2.0,1.0,1.0,1.0,2.0,4,,2,1.0,1,2,2.0,6.0,1.0,1,0,6.33
24496,1,1,1,2,73202,4,73,1,8.0,6.0,1.0,1.0,,2.0,2.0,2,4,2,2.0,,,2.0,7.0,1.0,0,1,1.83
5022,2,2,1,2,21301,1,21,1,3.0,3.0,2.0,1.0,1.0,2.0,1.0,4,,2,1.0,1,2,2.0,3.0,1.0,1,0,6.33
13221,2,1,1,2,41301,3,413,1,4.0,8.0,2.0,2.0,2.0,2.0,1.0,1,2,1,1.0,2,2,2.0,6.0,2.0,1,3,7.67
20306,2,1,1,2,71301,4,71,1,2.0,6.0,2.0,1.0,1.0,1.0,2.0,1,2,1,2.0,,,2.0,4.0,1.0,1,3,6.33
21315,2,1,1,2,71501,4,71,1,5.0,8.0,1.0,2.0,,2.0,2.0,4,,2,2.0,,,2.0,6.5,2.0,0,0,3.17
20125,1,3,1,2,71101,4,71,1,,,1.0,1.0,,1.0,2.0,4,,1,2.0,,,2.0,,1.0,1,0,5.83
13753,1,1,1,2,41303,3,413,1,7.0,6.0,1.0,1.0,,1.0,1.0,1,1,2,2.0,,,2.0,6.5,1.0,1,3,5.83
20042,1,2,1,2,61901,4,61,1,3.0,8.0,3.0,1.0,1.0,2.0,1.0,3,5,1,2.0,,,3.0,5.5,1.0,1,2,6.83
25644,1,3,1,2,82101,4,82,1,8.0,3.0,2.0,1.0,2.0,2.0,1.0,4,,2,1.0,2,2,1.0,5.5,2.0,1,0,7.67
22875,2,3,1,2,72101,2,72,3,3.0,3.0,2.0,2.0,1.0,2.0,2.0,1,1,1,2.0,,,2.0,3.0,2.0,0,3,3.67
23006,1,1,1,2,72201,4,72,1,4.0,4.0,2.0,2.0,1.0,2.0,2.0,1,2,1,2.0,,,2.0,4.0,2.0,0,3,3.67
4452,1,1,1,2,21101,3,211,1,5.0,8.0,2.0,2.0,3.0,2.0,2.0,4,,1,1.0,2,2,3.0,6.5,3.0,0,0,5.0
18932,1,2,1,2,54201,2,54,1,3.0,3.0,1.0,2.0,,2.0,2.0,4,,2,1.0,1,2,2.0,3.0,2.0,0,0,3.17
5772,2,1,1,2,22201,1,22,1,8.0,8.0,3.0,1.0,2.0,2.0,2.0,2,2,2,1.0,1,2,2.0,8.0,2.0,0,1,4.17
11342,1,1,1,2,41301,3,413,1,8.0,5.0,3.0,1.0,1.0,1.0,1.0,1,2,2,1.0,2,2,2.0,6.5,1.0,1,3,6.83
10970,2,1,1,2,32102,3,32,1,,5.0,2.0,1.0,2.0,2.0,2.0,1,2,1,1.0,1,2,2.0,5.0,2.0,0,3,3.67
22764,2,1,1,2,72101,2,72,1,3.0,4.0,1.0,2.0,,2.0,2.0,1,1,1,1.0,1,2,2.0,3.5,2.0,0,3,3.17
4451,1,1,1,2,21101,3,211,1,4.0,6.0,1.0,2.0,,2.0,2.0,2,2,2,2.0,,,2.0,5.0,2.0,0,1,3.17
3833,2,2,1,2,11301,3,113,3,8.0,8.0,,,,2.0,2.0,4,,1,2.0,,,2.0,8.0,0.0,0,0,
14300,1,2,1,2,41403,3,41,1,,,1.0,2.0,,2.0,2.0,1,1,1,1.0,1,2,2.0,,2.0,0,3,3.17
9909,2,1,1,2,31401,3,31,1,,8.0,2.0,2.0,1.0,2.0,1.0,1,2,1,1.0,2,2,3.0,8.0,2.0,1,3,7.67
24287,2,2,1,2,73202,4,73,1,6.0,6.0,1.0,1.0,,1.0,2.0,2,2,2,2.0,,,3.0,6.0,1.0,1,1,5.83
12755,1,1,1,2,41301,3,413,1,7.0,5.0,2.0,3.0,3.0,2.0,2.0,4,,2,1.0,1,2,2.0,6.0,3.0,0,0,5.0
27324,2,1,1,2,91301,5,913,1,8.0,4.0,1.0,2.0,,2.0,2.0,1,5,2,2.0,,,2.0,6.0,2.0,0,3,3.17
26426,2,2,1,2,91201,5,912,1,5.0,5.0,2.0,1.0,3.0,2.0,2.0,4,,2,2.0,,,2.0,5.0,3.0,0,0,5.0
389,2,3,1,2,11101,3,11,2,8.0,3.0,2.0,1.0,2.0,2.0,2.0,4,,1,2.0,,,1.0,5.5,2.0,0,0,3.67
2539,1,2,1,1,11301,3,113,4,3.0,3.0,0.0,,,2.0,2.0,4,,1,2.0,,,1.0,3.0,0.0,0,0,0.0
30474,1,1,1,2,101401,3,1014,1,5.0,8.0,2.0,1.0,3.0,2.0,2.0,1,2,1,2.0,,,3.0,6.5,3.0,0,3,5.0
14050,2,2,1,2,41403,3,41,3,,5.0,1.0,2.0,,2.0,1.0,3,5,2,2.0,,,2.0,5.0,2.0,1,2,7.17
7361,2,1,1,2,23104,1,23,1,7.0,7.0,3.0,1.0,2.0,2.0,1.0,1,1,2,1.0,1,2,3.0,7.0,2.0,1,3,8.17
25387,2,2,1,2,82101,4,82,1,,8.0,1.0,3.0,,2.0,2.0,2,5,1,2.0,,,1.0,8.0,3.0,0,1,4.5
14929,2,3,1,2,42101,3,42,1,,5.0,2.0,1.0,2.0,2.0,2.0,4,,2,2.0,,,2.0,5.0,2.0,0,0,3.67
9367,1,1,1,2,31301,3,313,1,8.0,8.0,2.0,1.0,2.0,2.0,2.0,1,1,1,2.0,,,2.0,8.0,2.0,0,3,3.67
26083,2,2,1,2,91101,5,91,1,6.0,6.0,2.0,2.0,2.0,1.0,2.0,1,2,2,1.0,1,2,1.0,6.0,2.0,1,3,7.67
717,2,2,1,2,11201,3,112,1,7.0,3.0,2.0,2.0,2.0,2.0,2.0,1,3,1,1.0,1,2,2.0,5.0,2.0,0,3,3.67
16225,2,1,1,2,51101,2,51,1,8.0,7.0,1.0,1.0,,2.0,2.0,2,3,2,1.0,1,2,2.0,7.5,1.0,0,1,1.83
31449,1,1,1,2,104101,4,109,1,6.0,8.0,2.0,1.0,2.0,1.0,1.0,2,4,2,1.0,1,2,2.0,7.0,2.0,1,1,7.67
7283,2,1,1,2,23104,1,23,1,8.0,8.0,3.0,1.0,1.0,1.0,1.0,2,2,1,1.0,2,2,2.0,8.0,1.0,1,1,6.83
30827,1,2,1,2,101401,5,1014,3,5.0,5.0,1.0,2.0,,2.0,2.0,1,2,1,1.0,9,9,2.0,5.0,2.0,0,3,3.17
25533,1,3,1,2,82101,4,82,1,8.0,4.0,1.0,3.0,,2.0,2.0,1,1,1,2.0,,,3.0,6.0,3.0,0,3,4.5
24548,2,2,1,2,73202,4,73,1,7.0,3.0,2.0,2.0,2.0,2.0,1.0,4,,2,1.0,2,2,2.0,5.0,2.0,1,0,7.67
31585,1,1,1,2,104103,4,109,1,4.0,7.0,2.0,1.0,2.0,2.0,2.0,4,,2,2.0,,,1.0,5.5,2.0,0,0,3.67
28725,2,1,1,2,91501,5,91,1,6.0,3.0,2.0,1.0,3.0,2.0,2.0,1,3,2,1.0,1,2,2.0,4.5,3.0,0,3,5.0
2570,1,3,1,2,11301,3,113,4,2.0,2.0,1.0,2.0,,2.0,2.0,4,,1,2.0,,,1.0,2.0,2.0,0,0,3.17
14301,2,2,1,2,41403,3,41,3,5.0,8.0,3.0,2.0,2.0,2.0,2.0,3,5,1,2.0,,,3.0,6.5,2.0,0,2,4.17
20104,1,3,1,2,71101,4,71,1,3.0,4.0,1.0,2.0,,2.0,2.0,4,,1,2.0,,,2.0,3.5,2.0,0,0,3.17
16138,2,1,1,2,42101,3,42,1,,6.0,2.0,2.0,2.0,2.0,2.0,1,1,2,1.0,2,2,2.0,6.0,2.0,0,3,3.67
5757,2,1,1,2,21502,1,21,1,3.0,7.0,2.0,2.0,3.0,1.0,2.0,4,,2,1.0,1,2,3.0,5.0,3.0,1,0,9.0
29785,2,1,1,2,92301,3,92,1,4.0,2.0,1.0,2.0,,2.0,2.0,3,5,1,1.0,1,2,2.0,3.0,2.0,0,2,3.17
14900,1,2,1,2,42101,3,42,1,4.0,4.0,1.0,1.0,,2.0,2.0,3,3,2,2.0,,,2.0,4.0,1.0,0,2,1.83
144,2,1,1,2,11101,3,11,1,7.0,8.0,1.0,1.0,,2.0,2.0,1,2,1,2.0,,,2.0,7.5,1.0,0,3,1.83
11353,1,1,1,2,41301,3,413,3,8.0,8.0,2.0,1.0,3.0,1.0,1.0,3,4,2,2.0,,,2.0,8.0,3.0,1,2,9.0
17531,1,2,1,2,52101,2,52,1,4.0,5.0,1.0,1.0,,2.0,2.0,1,4,1,1.0,1,2,2.0,4.5,1.0,0,3,1.83
21280,1,3,1,2,71405,4,71,1,4.0,3.0,1.0,1.0,,2.0,2.0,4,,1,1.0,1,2,3.0,3.5,1.0,0,0,1.83
529,2,2,1,2,11101,3,11,1,3.0,5.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2.0,,,2.0,4.0,2.0,0,3,3.67
4187,1,1,1,2,11901,3,11,1,7.0,8.0,4.0,1.0,1.0,2.0,2.0,1,1,1,2.0,,,3.0,7.5,1.0,0,3,3.33
29322,2,1,1,2,91601,5,91,1,8.0,5.0,1.0,2.0,,2.0,2.0,1,1,2,2.0,,,2.0,6.5,2.0,0,3,3.17
21952,2,2,1,2,71503,4,71,1,5.0,5.0,1.0,1.0,,2.0,2.0,4,,2,2.0,,,2.0,5.0,1.0,0,0,1.83
13896,1,1,1,2,41401,3,41,1,3.0,8.0,1.0,1.0,,2.0,1.0,1,1,1,1.0,1,2,2.0,5.5,1.0,1,3,5.83
5451,2,1,1,2,21302,1,21,1,4.0,6.0,2.0,1.0,2.0,2.0,2.0,1,2,2,1.0,1,2,2.0,5.0,2.0,0,3,3.67
2851,2,2,1,2,11301,3,113,3,2.0,3.0,1.0,1.0,,2.0,2.0,2,2,2,2.0,,,1.0,2.5,1.0,0,1,1.83
27340,2,1,1,2,91301,5,913,3,8.0,8.0,1.0,,,2.0,1.0,1,4,2,2.0,,,1.0,8.0,0.0,1,3,4.5
21533,1,1,1,2,71502,4,71,1,6.0,8.0,2.0,1.0,2.0,2.0,1.0,1,2,2,2.0,,,2.0,7.0,2.0,1,3,7.67
9867,2,3,1,2,31401,1,31,2,2.0,3.0,1.0,3.0,,2.0,2.0,2,4,1,2.0,,,2.0,2.5,3.0,0,1,4.5
6283,1,3,1,2,22202,1,22,1,8.0,6.0,3.0,2.0,2.0,2.0,2.0,4,,1,1.0,1,2,3.0,7.0,2.0,0,0,4.17
24074,2,2,1,2,73201,4,73,1,8.0,8.0,2.0,1.0,3.0,2.0,2.0,4,,1,2.0,,,2.0,8.0,3.0,0,0,5.0
24716,1,2,1,2,73202,4,73,1,8.0,5.0,3.0,1.0,2.0,2.0,2.0,4,,2,1.0,1,2,2.0,6.5,2.0,0,0,4.17
7162,1,2,1,2,23103,1,23,1,3.0,3.0,3.0,1.0,1.0,2.0,1.0,4,,1,1.0,1,2,2.0,3.0,1.0,1,0,6.83
18741,1,3,1,2,54101,2,54,2,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4,,1,2.0,,,1.0,3.0,2.0,0,0,4.17
2917,1,1,1,2,11301,3,113,3,8.0,7.0,1.0,1.0,,2.0,2.0,4,,2,2.0,,,1.0,7.5,1.0,0,0,1.83
6499,1,3,1,2,22301,1,22,1,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2,5,1,2.0,,,2.0,3.0,2.0,0,1,3.67
22914,2,3,1,2,72102,2,72,1,3.0,6.0,1.0,2.0,,2.0,2.0,1,9,1,2.0,,,2.0,4.5,2.0,0,3,3.17
16580,1,1,1,2,51101,2,51,1,8.0,8.0,2.0,1.0,2.0,2.0,2.0,1,2,2,1.0,1,2,2.0,8.0,2.0,0,3,3.67
20277,1,1,1,2,71301,4,71,1,8.0,8.0,2.0,1.0,1.0,2.0,2.0,1,2,2,1.0,2,2,3.0,8.0,1.0,0,3,2.33
10032,2,1,1,2,31402,3,31,1,2.0,3.0,1.0,2.0,,2.0,2.0,1,1,2,1.0,1,2,2.0,2.5,2.0,0,3,3.17
8571,2,3,1,2,31101,3,311,2,2.0,2.0,1.0,2.0,,2.0,2.0,4,,1,2.0,,,3.0,2.0,2.0,0,0,3.17
21569,2,1,1,2,71502,4,71,1,8.0,5.0,2.0,1.0,2.0,2.0,1.0,4,,2,1.0,1,2,2.0,6.5,2.0,1,0,7.67
14985,2,1,1,2,42101,3,42,1,8.0,6.0,2.0,1.0,2.0,2.0,2.0,1,2,2,2.0,,,2.0,7.0,2.0,0,3,3.67
5236,2,1,1,2,21301,1,21,1,5.0,6.0,2.0,2.0,3.0,1.0,2.0,4,,2,1.0,1,2,2.0,5.5,3.0,1,0,9.0
25922,2,1,1,2,84101,5,84,1,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3,4,2,1.0,1,2,2.0,3.0,3.0,0,2,5.0
13194,1,1,1,2,41301,3,413,1,8.0,5.0,2.0,1.0,1.0,2.0,2.0,3,5,2,2.0,,,2.0,6.5,1.0,0,2,2.33
27738,2,3,1,2,91301,5,913,3,8.0,8.0,1.0,2.0,,2.0,2.0,1,5,2,2.0,,,1.0,8.0,2.0,0,3,3.17
11434,2,1,1,2,41301,3,413,1,8.0,8.0,1.0,2.0,,2.0,2.0,3,2,2,2.0,,,1.0,8.0,2.0,0,2,3.17
21128,2,1,1,2,71404,4,71,1,3.0,3.0,2.0,1.0,1.0,2.0,2.0,4,,2,1.0,1,2,3.0,3.0,1.0,0,0,2.33
28332,1,3,1,2,91402,2,91,1,2.0,2.0,0.0,,,2.0,2.0,4,,1,2.0,,,2.0,2.0,0.0,0,0,0.0
8610,1,3,1,2,31201,3,31,2,,,2.0,1.0,2.0,2.0,2.0,2,5,1,2.0,,,2.0,,2.0,0,1,3.67
29125,2,1,1,2,91505,5,91,1,5.0,5.0,2.0,1.0,1.0,2.0,2.0,3,5,2,1.0,1,2,2.0,5.0,1.0,0,2,2.33
26361,1,2,1,2,91201,5,912,1,,3.0,1.0,2.0,,2.0,2.0,3,5,2,1.0,1,2,2.0,3.0,2.0,0,2,3.17
9622,2,3,1,2,31301,3,313,4,3.0,5.0,2.0,1.0,2.0,2.0,2.0,1,3,1,2.0,,,2.0,4.0,2.0,0,3,3.67
8400,1,1,1,2,31101,3,311,1,8.0,8.0,2.0,2.0,3.0,2.0,2.0,4,,1,2.0,,,2.0,8.0,3.0,0,0,5.0
26499,2,1,1,2,91201,5,912,1,5.0,5.0,3.0,1.0,2.0,2.0,2.0,3,5,2,2.0,,,2.0,5.0,2.0,0,2,4.17
9117,2,1,1,2,31301,5,313,1,8.0,4.0,2.0,1.0,2.0,,2.0,2,1,2,1.0,1,2,2.0,6.0,2.0,0,1,3.67
25929,2,3,1,2,84101,5,84,3,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3,4,1,1.0,2,1,2.0,2.5,3.0,0,2,5.0
3759,2,1,1,2,11301,3,113,1,3.0,3.0,2.0,1.0,1.0,2.0,2.0,1,3,1,2.0,,,3.0,3.0,1.0,0,3,2.33
31021,2,3,1,2,101501,3,1015,1,8.0,8.0,3.0,1.0,2.0,2.0,2.0,3,4,2,1.0,2,1,1.0,8.0,2.0,0,2,4.17
6425,2,1,1,2,22301,1,22,1,5.0,5.0,1.0,1.0,,1.0,2.0,4,,2,1.0,1,2,1.0,5.0,1.0,1,0,5.83
4333,2,2,1,2,11901,3,11,1,,,1.0,1.0,,1.0,2.0,1,2,1,2.0,,,1.0,,1.0,1,3,5.83
18044,1,1,1,2,53201,2,53,1,5.0,4.0,1.0,2.0,,2.0,2.0,4,,2,1.0,1,2,2.0,4.5,2.0,0,0,3.17
4061,2,1,1,2,11901,3,11,1,4.0,8.0,1.0,3.0,,2.0,2.0,1,2,2,2.0,,,2.0,6.0,3.0,0,3,4.5
24182,2,2,1,2,73201,4,73,3,8.0,7.0,2.0,1.0,2.0,1.0,2.0,1,1,1,2.0,,,2.0,7.5,2.0,1,3,7.67
10213,2,2,1,2,31406,3,31,1,2.0,2.0,1.0,2.0,,2.0,2.0,4,,1,2.0,,,1.0,2.0,2.0,0,0,3.17
1018,2,1,1,2,11201,3,112,1,4.0,8.0,2.0,1.0,3.0,1.0,2.0,1,2,2,1.0,1,2,2.0,6.0,3.0,1,3,9.0
9774,2,3,1,2,31301,5,313,2,8.0,6.0,1.0,2.0,,2.0,2.0,4,,1,2.0,,,1.0,7.0,2.0,0,0,3.17
24821,2,3,1,2,81102,4,81,1,5.0,4.0,1.0,2.0,,2.0,2.0,1,1,1,2.0,,,2.0,4.5,2.0,0,3,3.17
29610,1,1,1,2,92301,3,92,1,8.0,8.0,1.0,2.0,,2.0,2.0,1,2,1,1.0,1,2,2.0,8.0,2.0,0,3,3.17
21278,2,2,1,2,71405,4,71,1,4.0,5.0,2.0,1.0,1.0,2.0,2.0,2,5,1,1.0,1,1,3.0,4.5,1.0,0,1,2.33
30468,1,1,1,2,101401,5,1014,1,4.0,8.0,2.0,1.0,2.0,2.0,2.0,1,1,2,1.0,2,2,3.0,6.0,2.0,0,3,3.67
19200,2,3,1,2,61901,4,61,1,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4,,1,1.0,1,2,2.0,2.5,2.0,0,0,3.67
8516,2,1,1,2,31101,3,311,1,3.0,6.0,5.0,1.0,1.0,1.0,2.0,2,2,2,1.0,1,2,3.0,4.5,1.0,1,1,7.33
24066,2,1,1,2,73201,4,73,1,6.0,4.0,1.0,2.0,,1.0,1.0,1,1,2,1.0,1,2,2.0,5.0,2.0,1,3,7.17
5426,2,2,1,2,21302,1,21,1,6.0,6.0,1.0,1.0,,2.0,1.0,4,,2,1.0,2,2,3.0,6.0,1.0,1,0,5.83
22615,1,1,1,2,71901,4,71,3,8.0,8.0,1.0,1.0,,2.0,2.0,2,3,2,2.0,,,3.0,8.0,1.0,0,1,1.83
25346,1,3,1,2,81201,4,81,1,3.0,6.0,1.0,2.0,,2.0,2.0,1,2,2,2.0,,,2.0,4.5,2.0,0,3,3.17
21181,1,1,1,2,71404,4,71,1,8.0,,1.0,2.0,,2.0,2.0,4,,2,2.0,,,3.0,8.0,2.0,0,0,3.17
991,2,2,1,2,11201,3,112,1,4.0,4.0,0.0,,,2.0,2.0,4,,2,1.0,1,2,2.0,4.0,0.0,0,0,0.0
24181,2,2,1,2,73201,4,73,1,6.0,3.0,2.0,2.0,2.0,2.0,2.0,4,,1,1.0,1,2,2.0,4.5,2.0,0,0,3.67
3242,2,2,1,2,11301,3,113,1,3.0,2.0,1.0,1.0,,2.0,2.0,1,3,1,1.0,1,2,2.0,2.5,1.0,0,3,1.83
22039,1,3,1,2,71503,4,71,3,6.0,6.0,1.0,1.0,,1.0,2.0,4,,1,2.0,,,2.0,6.0,1.0,1,0,5.83
8374,2,1,1,2,31101,3,311,1,2.0,4.0,1.0,2.0,,2.0,2.0,2,1,1,1.0,1,2,2.0,3.0,2.0,0,1,3.17
3964,1,3,1,2,11401,3,11,1,2.0,3.0,1.0,2.0,,2.0,2.0,1,1,1,1.0,1,2,1.0,2.5,2.0,0,3,3.17
14209,1,1,1,2,41403,3,41,3,7.0,5.0,1.0,2.0,,2.0,2.0,1,2,1,2.0,,,2.0,6.0,2.0,0,3,3.17
28945,1,3,1,2,91504,5,91,3,3.0,3.0,1.0,3.0,,2.0,2.0,2,1,1,2.0,,,1.0,3.0,3.0,0,1,4.5
11156,2,3,1,2,41201,3,41,1,2.0,5.0,1.0,2.0,,2.0,2.0,2,3,1,2.0,,,2.0,3.5,2.0,0,1,3.17
404,2,2,1,2,11101,3,11,1,,6.0,2.0,3.0,2.0,2.0,2.0,3,5,1,2.0,,,2.0,6.0,3.0,0,2,5.0
3825,2,1,1,2,11301,3,113,3,5.0,5.0,2.0,1.0,1.0,1.0,2.0,1,9,1,2.0,,,,5.0,1.0,1,3,6.33
22029,1,2,1,2,71503,4,71,1,3.0,8.0,2.0,2.0,3.0,1.0,2.0,4,,1,1.0,9,9,2.0,5.5,3.0,1,0,9.0
18999,1,1,1,2,61301,4,61,1,8.0,8.0,1.0,1.0,,2.0,2.0,1,2,2,2.0,,,3.0,8.0,1.0,0,3,1.83
26974,1,1,1,2,91301,5,913,1,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1,4,2,1.0,1,2,2.0,3.0,2.0,0,3,3.67
23156,2,2,1,2,72401,4,72,1,4.0,4.0,1.0,2.0,,2.0,2.0,1,3,2,2.0,,,2.0,4.0,2.0,0,3,3.17
28582,1,2,1,2,91501,5,91,1,7.0,5.0,1.0,2.0,,2.0,2.0,1,4,2,1.0,1,2,3.0,6.0,2.0,0,3,3.17
8330,1,1,1,2,31101,3,311,1,2.0,3.0,1.0,2.0,,2.0,2.0,3,5,2,1.0,1,1,2.0,2.5,2.0,0,2,3.17
28335,2,1,1,2,91402,5,91,1,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1,2,2,2.0,,,1.0,4.0,2.0,0,3,3.67
2207,2,1,1,2,11301,3,113,1,3.0,8.0,1.0,2.0,,2.0,1.0,1,4,2,1.0,1,2,2.0,5.5,2.0,1,3,7.17
21346,1,2,1,2,71501,4,71,3,8.0,8.0,3.0,2.0,3.0,2.0,2.0,1,2,1,2.0,,,2.0,8.0,3.0,0,3,5.5
2377,2,2,1,2,11301,3,113,1,4.0,5.0,2.0,1.0,2.0,2.0,2.0,1,1,2,2.0,,,2.0,4.5,2.0,0,3,3.67
21110,1,1,1,2,71404,4,71,1,4.0,4.0,1.0,1.0,,2.0,1.0,4,,1,1.0,1,2,3.0,4.0,1.0,1,0,5.83
18540,2,1,1,2,54101,2,54,1,,3.0,3.0,1.0,1.0,2.0,1.0,1,1,2,1.0,1,2,3.0,3.0,1.0,1,3,6.83
1841,2,3,1,2,11201,3,112,3,4.0,4.0,2.0,2.0,1.0,2.0,2.0,3,9,1,2.0,,,2.0,4.0,2.0,0,2,3.67
11655,2,1,1,2,41301,3,413,1,8.0,8.0,1.0,1.0,,1.0,1.0,1,1,2,1.0,2,2,1.0,8.0,1.0,1,3,5.83
8052,2,2,1,2,31101,3,311,1,7.0,4.0,1.0,1.0,,2.0,2.0,3,4,2,2.0,,,3.0,5.5,1.0,0,2,1.83
24807,1,1,1,2,81102,4,81,1,,8.0,0.0,,,2.0,2.0,3,4,2,2.0,,,3.0,8.0,0.0,0,2,0.0
368,2,3,1,1,11101,3,11,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1,2.0,,,2.0,2.0,2.0,0,3,3.67
12981,1,1,1,2,41301,3,413,3,5.0,5.0,3.0,1.0,1.0,2.0,1.0,2,1,1,2.0,,,3.0,5.0,1.0,1,1,6.83
23298,1,2,1,2,73101,4,73,3,4.0,8.0,2.0,2.0,2.0,1.0,2.0,2,1,2,2.0,,,2.0,6.0,2.0,1,1,7.67
26055,2,1,1,2,84101,5,84,3,8.0,8.0,2.0,1.0,2.0,1.0,2.0,1,2,2,2.0,,,2.0,8.0,2.0,1,3,7.67
388,2,3,1,2,11101,3,11,2,5.0,5.0,0.0,,,2.0,2.0,3,9,1,1.0,1,2,2.0,5.0,0.0,0,2,0.0
29295,2,1,1,2,91601,5,91,1,8.0,8.0,1.0,1.0,,2.0,2.0,1,2,2,2.0,,,1.0,8.0,1.0,0,3,1.83
12281,1,1,1,2,41301,3,413,3,8.0,8.0,1.0,2.0,,2.0,2.0,3,3,1,2.0,,,2.0,8.0,2.0,0,2,3.17
